path	original	line	comment
DESCRIBE.TRINKET_25	闻起来有点不新鲜。	2640	Air Unfreshener  -- 物品名:"臭气制造器"
DESCRIBE.TRINKET_26	食物和杯子。	2641	Potato Cup  -- 物品名:"土豆杯"
DESCRIBE.TRINKET_27	如果你解开它，你可以从远处刺到别人。	2642	Coat Hanger  -- 物品名:"钢丝衣架"
DESCRIBE.TRINKET_28	简直就是阴谋。	2643	Rook  -- 物品名:"白色战车"
DESCRIBE.TRINKET_29	简直就是阴谋。	2644	Rook  -- 物品名:"黑色战车"
DESCRIBE.TRINKET_30	他怎么到处乱丢呢。	2645	Knight  -- 物品名:"白色骑士"
DESCRIBE.TRINKET_31	他怎么到处乱丢呢。	2646	Knight  -- 物品名:"黑色骑士"
DESCRIBE.TRINKET_32	妾身认识喜欢这个的人。	2647	Cubic Zirconia Ball  -- 物品名:"立方氧化锆球"
DESCRIBE.TRINKET_33	希望不会引来蜘蛛。	2648	Spider Ring  -- 物品名:"蜘蛛指环"
DESCRIBE.TRINKET_34	可怜的小猴子。	2649	Monkey Paw  -- 物品名:"猴爪"
DESCRIBE.TRINKET_35	谁偷吃了里面的东西。	2650	Empty Elixir  -- 物品名:"空的长生不老药"
DESCRIBE.TRINKET_36	一颗假的牙齿。	2651	Faux fangs  -- 物品名:"人造尖牙"
DESCRIBE.TRINKET_37	断了的树桩。	2652	Broken Stake  -- 物品名:"断桩"
DESCRIBE.TRINKET_38	妾身想它是千里眼的东西。	2653	Binoculars Griftlands trinket  -- 物品名:"双筒望远镜"
DESCRIBE.TRINKET_39	妾身想知道另一只在哪里？	2654	Lone Glove Griftlands trinket  -- 物品名:"单只手套"
DESCRIBE.TRINKET_40	公平称。	2655	Snail Scale Griftlands trinket  -- 物品名:"蜗牛秤"
DESCRIBE.TRINKET_41	摸起来有点温热。	2656	Goop Canister Hot Lava trinket  -- 物品名:"黏液罐"
DESCRIBE.TRINKET_42	它充满了某人的童年记忆。	2657	Toy Cobra Hot Lava trinket  -- 物品名:"玩具眼镜蛇"
DESCRIBE.TRINKET_43	它不太擅长跳跃。	2658	Crocodile Toy Hot Lava trinket  -- 物品名:"鳄鱼玩具"
DESCRIBE.TRINKET_44	它是某种植物的样貌。	2659	Broken Terrarium ONI trinket  -- 物品名:"破碎的玻璃罐"
DESCRIBE.TRINKET_45	回音石。	2660	Odd Radio ONI trinket  -- 物品名:"奇怪的收音机"
DESCRIBE.TRINKET_46	这是什么丢下的吗？	2661	Hairdryer ONI trinket  -- 物品名:"损坏的吹风机"
DESCRIBE.LOST_TOY_1	忍不住想玩弄一下。	2662	物品名:"遗失的玻璃球"
DESCRIBE.LOST_TOY_2	忍不住想玩弄一下。	2663	物品名:"多愁善感的卡祖笛"
DESCRIBE.LOST_TOY_7	忍不住想玩弄一下。	2664	物品名:"珍视的抽线陀螺"
DESCRIBE.LOST_TOY_10	忍不住想玩弄一下。	2665	物品名:"缺少的牙齿"
DESCRIBE.LOST_TOY_11	忍不住想玩弄一下。	2666	物品名:"珍贵的玩具机器人"
DESCRIBE.LOST_TOY_14	忍不住想玩弄一下。	2667	物品名:"妈妈最爱的茶杯"
DESCRIBE.LOST_TOY_18	忍不住想玩弄一下。	2668	物品名:"宝贵的玩具木马"
DESCRIBE.LOST_TOY_19	忍不住想玩弄一下。	2669	物品名:"最爱的陀螺"
DESCRIBE.LOST_TOY_42	忍不住想玩弄一下。	2670	物品名:"装错的玩具眼镜蛇"
DESCRIBE.LOST_TOY_43	忍不住想玩弄一下。	2671	物品名:"宠爱的鳄鱼玩具"
DESCRIBE.HALLOWEENCANDY_1	这个太甜了。	2672	物品名:"糖果苹果"
DESCRIBE.HALLOWEENCANDY_2	香甜的玉米。	2673	物品名:"糖果玉米"
DESCRIBE.HALLOWEENCANDY_3	是…玉米。	2674	物品名:"不太甜的玉米"
DESCRIBE.HALLOWEENCANDY_4	它们一路蠕动下来。	2675	物品名:"粘液蜘蛛"
DESCRIBE.HALLOWEENCANDY_5	其实妾身还挺喜欢的。	2676	物品名:"浣猫糖果"
DESCRIBE.HALLOWEENCANDY_6	妾身不喜欢吃那些东西。	2677	物品名:"\"葡萄干\""
DESCRIBE.HALLOWEENCANDY_7	没有很喜欢。	2678	物品名:"葡萄干"
DESCRIBE.HALLOWEENCANDY_8	不会喜欢上这东西。	2679	物品名:"鬼魂棒棒糖"
DESCRIBE.HALLOWEENCANDY_9	粘牙。	2680	物品名:"果冻虫"
DESCRIBE.HALLOWEENCANDY_10	不会喜欢上这东西。	2681	物品名:"触手棒棒糖"
DESCRIBE.HALLOWEENCANDY_11	比有的东西尝起来味道好多了。	2682	物品名:"巧克力猪"
DESCRIBE.HALLOWEENCANDY_12	那块糖果刚动了一下吗？	2683	ONI meal lice candy  -- 物品名:"糖果虱"
DESCRIBE.HALLOWEENCANDY_13	妾身可怜的下巴。	2684	Griftlands themed candy  -- 物品名:"无敌硬糖"
DESCRIBE.HALLOWEENCANDY_14	妾身吃不了辣。	2685	Hot Lava pepper candy  -- 物品名:"熔岩椒"
DESCRIBE.CANDYBAG	它是某种美味的小小的甜点。	2686	物品名:"糖果袋" 制造描述:"只带万圣夜好吃的东西。"
DESCRIBE.HALLOWEEN_ORNAMENT_1	一个可以挂在树上的装饰物。	2687	物品名:"幽灵装饰"
DESCRIBE.HALLOWEEN_ORNAMENT_2	古怪的装饰。	2688	物品名:"蝙蝠装饰"
DESCRIBE.HALLOWEEN_ORNAMENT_3	这块木头看起来很适合挂起来。	2689	物品名:"蜘蛛装饰"
DESCRIBE.HALLOWEEN_ORNAMENT_4	咄咄逼人。	2690	物品名:"触手装饰"
DESCRIBE.HALLOWEEN_ORNAMENT_5	八只手的装饰。	2691	物品名:"穴居悬蛛装饰"
DESCRIBE.HALLOWEEN_ORNAMENT_6	最近大家都在热烈讨论树的装饰。	2692	物品名:"乌鸦装饰"
DESCRIBE.HALLOWEENPOTION_DRINKS_WEAK	原以为会更大呢。	2693	物品名:"远古宝箱"
DESCRIBE.HALLOWEENPOTION_DRINKS_POTENT	强力药水。	2694	物品名:"远古宝箱"
DESCRIBE.HALLOWEENPOTION_BRAVERY	馈赠。	2695	物品名:"远古宝箱"
DESCRIBE.HALLOWEENPOTION_MOON	注入了变异的法力。	2696	物品名:"月亮精华液"
DESCRIBE.HALLOWEENPOTION_FIRE_FX	烈火结晶。	2697	物品名:"远古宝箱"
DESCRIBE.MADSCIENCE_LAB	看起来充满了诡异。	2698	物品名:"疯狂科学家实验室" 制造描述:"疯狂实验无极限。唯独神智有极限。"
DESCRIBE.LIVINGTREE_ROOT	里面有东西。妾身要把它彻底根除。	2699	物品名:"完全正常的树根"
DESCRIBE.LIVINGTREE_SAPLING	它会长得大到吓人。	2700	物品名:"完全正常的树苗"
DESCRIBE.DRAGONHEADHAT	所以谁要在前面？	2701	物品名:"幸运兽脑袋" 制造描述:"野兽装束的前端。"
DESCRIBE.DRAGONBODYHAT	中间的部分让妾身有点犹豫。	2702	物品名:"幸运兽躯体" 制造描述:"野兽装束的中间部分。"
DESCRIBE.DRAGONTAILHAT	神龙摆尾的洋气帽子。	2703	物品名:"幸运兽尾巴" 制造描述:"野兽装束的尾端。"
DESCRIBE.PERDSHRINE.GENERIC	感觉它想要什么东西。	2706	物品名:"火鸡神龛"->默认 制造描述:"供奉庄严之火鸡。"
DESCRIBE.PERDSHRINE.EMPTY	妾身要在那里种些东西。	2707	物品名:"火鸡神龛" 制造描述:"供奉庄严之火鸡。"
DESCRIBE.PERDSHRINE.BURNT	完全没用了。	2708	物品名:"火鸡神龛"->烧焦的 制造描述:"供奉庄严之火鸡。"
DESCRIBE.REDLANTERN	这个灯笼感觉比其他灯笼特别。	2710	物品名:"红灯笼" 制造描述:"照亮你的路的幸运灯笼。"
DESCRIBE.LUCKY_GOLDNUGGET	多么幸运的发现。	2711	物品名:"幸运黄金"
DESCRIBE.FIRECRACKERS	年兽的克星。	2712	物品名:"红鞭炮" 制造描述:"用爆炸来庆祝。"
DESCRIBE.PERDFAN	非常大。	2713	物品名:"幸运扇" 制造描述:"额外的运气，超级多。"
DESCRIBE.REDPOUCH	里面有什么东西吗？	2714	物品名:"红包"
DESCRIBE.WARGSHRINE.GENERIC	妾身得做点好玩的东西。	2717	物品名:"座狼神龛"->默认 制造描述:"供奉陶土之座狼。"
DESCRIBE.WARGSHRINE.EMPTY	妾身需要在里面放支火把。	2718	物品名:"座狼神龛" 制造描述:"供奉陶土之座狼。"
DESCRIBE.WARGSHRINE.BURNING	妾身得做点好玩的东西。	2719	for willow to override  -- 物品名:"座狼神龛"->正在燃烧 制造描述:"供奉陶土之座狼。"
DESCRIBE.WARGSHRINE.BURNT	它烧毁了。	2720	物品名:"座狼神龛"->烧焦的 制造描述:"供奉陶土之座狼。"
DESCRIBE.CLAYWARG.GENERIC	黏土怪物。	2724	物品名:"黏土座狼"->默认
DESCRIBE.CLAYWARG.STATUE	它刚刚是不是动了？	2725	物品名:"黏土座狼"->雕像
DESCRIBE.CLAYHOUND.GENERIC	它脱离束缚了。	2729	物品名:"黏土猎犬"->默认
DESCRIBE.CLAYHOUND.STATUE	它看起来好逼真。	2730	物品名:"黏土猎犬"->雕像
DESCRIBE.HOUNDWHISTLE	这个能阻挡狗的脚步。	2732	物品名:"幸运哨子" 制造描述:"对野猎犬吹哨。"
DESCRIBE.CHESSPIECE_CLAYHOUND	反正栓着了，妾身才不担心呢。	2733	物品名:"猎犬雕塑"
DESCRIBE.CHESSPIECE_CLAYWARG	妾身可不喜欢这个。	2734	物品名:"座狼雕塑"
DESCRIBE.PIGSHRINE.GENERIC	有更多东西要做。	2737	物品名:"猪神龛"->默认 制造描述:"供奉富饶之猪人。"
DESCRIBE.PIGSHRINE.EMPTY	它想要肉。	2738	物品名:"猪神龛" 制造描述:"供奉富饶之猪人。"
DESCRIBE.PIGSHRINE.BURNT	烧焦了。	2739	物品名:"猪神龛"->烧焦的 制造描述:"供奉富饶之猪人。"
DESCRIBE.PIG_TOKEN	这个看起来很重要。	2741	物品名:"金腰带"
DESCRIBE.PIG_COIN	在战斗中花掉它会有好的回报。	2742	物品名:"猪鼻铸币"
DESCRIBE.YOTP_FOOD1	一场适合妾身的盛宴。	2743	物品名:"贡品烤肉" 制造描述:"向猪王敬肉。"
DESCRIBE.YOTP_FOOD2	只有妖兽才会喜欢的食物。	2744	物品名:"八宝泥馅饼" 制造描述:"那里隐藏着什么？"
DESCRIBE.YOTP_FOOD3	没什么精致的。	2745	物品名:"鱼头串" 制造描述:"棍子上的荣华富贵。"
DESCRIBE.PIGELITE1	看什么呢？	2746	BLUE  -- 物品名:"韦德"
DESCRIBE.PIGELITE2	他有些狂热。	2747	RED  -- 物品名:"伊格内修斯"
DESCRIBE.PIGELITE3	你眼里有些什么。	2748	WHITE  -- 物品名:"德米特里"
DESCRIBE.PIGELITE4	难道你不想打其他人吗？	2749	GREEN  -- 物品名:"索耶"
DESCRIBE.PIGELITEFIGHTER1	看什么看？	2750	BLUE  -- 物品名:"韦德"
DESCRIBE.PIGELITEFIGHTER2	他有些狂。	2751	RED  -- 物品名:"伊格内修斯"
DESCRIBE.PIGELITEFIGHTER3	你眼里有些什么。	2752	WHITE  -- 物品名:"德米特里"
DESCRIBE.PIGELITEFIGHTER4	难道你不想打其他人吗？	2753	GREEN  -- 物品名:"索耶"
DESCRIBE.CARRAT_GHOSTRACER	真令人不安啊。	2754	物品名:"查理的胡萝卜鼠"
DESCRIBE.YOTC_CARRAT_RACE_START	不错的起点。	2755	物品名:"起点" 制造描述:"冲向比赛。"
DESCRIBE.YOTC_CARRAT_RACE_CHECKPOINT	关键的一点。	2756	物品名:"检查点" 制造描述:"通往光荣之路上的一站。"
DESCRIBE.YOTC_CARRAT_RACE_FINISH.GENERIC	不像终点的终点。	2759	物品名:"终点线"->默认 制造描述:"你走投无路了。"
DESCRIBE.YOTC_CARRAT_RACE_FINISH.BURNT	一把火烧的干干净净。	2760	物品名:"终点线"->烧焦的 制造描述:"你走投无路了。"
DESCRIBE.YOTC_CARRAT_RACE_FINISH.I_WON	是谁胜出了。	2761	物品名:"终点线" 制造描述:"你走投无路了。"
DESCRIBE.YOTC_CARRAT_RACE_FINISH.SOMEONE_ELSE_WON	恭喜了。	2762	物品名:"终点线" 制造描述:"你走投无路了。"
DESCRIBE.YOTC_CARRAT_RACE_START_ITEM	算是个开始。	2764	物品名:"起点套装" 制造描述:"冲向比赛。"
DESCRIBE.YOTC_CARRAT_RACE_CHECKPOINT_ITEM	总会抵达终点。	2765	物品名:"检查点套装" 制造描述:"通往光荣之路上的一站。"
DESCRIBE.YOTC_CARRAT_RACE_FINISH_ITEM	大限将至。	2766	物品名:"终点线套装" 制造描述:"你走投无路了。"
DESCRIBE.YOTC_SEEDPACKET	如果你问妾身，妾身会说看起来很多籽。	2767	物品名:"种子包" 制造描述:"一包普通的混合种子。"
DESCRIBE.YOTC_SEEDPACKET_RARE	还是稀罕货。	2768	物品名:"高级种子包" 制造描述:"一包高质量的种子。"
DESCRIBE.MINIBOATLANTERN	真亮。	2769	物品名:"漂浮灯笼" 制造描述:"闪着暖暖的光亮。"
DESCRIBE.YOTC_CARRATSHRINE.GENERIC	做什么呢……	2772	物品名:"胡萝卜鼠神龛"->默认 制造描述:"供奉灵巧之胡萝卜鼠。"
DESCRIBE.YOTC_CARRATSHRINE.EMPTY	嗯……胡萝卜鼠喜欢吃什么呢？	2773	物品名:"胡萝卜鼠神龛" 制造描述:"供奉灵巧之胡萝卜鼠。"
DESCRIBE.YOTC_CARRATSHRINE.BURNT	烤胡萝卜的味道。	2774	物品名:"胡萝卜鼠神龛"->烧焦的 制造描述:"供奉灵巧之胡萝卜鼠。"
DESCRIBE.YOTC_CARRAT_GYM_DIRECTION.GENERIC	指明方向。	2778	物品名:"方向健身房"->默认
DESCRIBE.YOTC_CARRAT_GYM_DIRECTION.RAT	你能否试试。	2779	物品名:"方向健身房"
DESCRIBE.YOTC_CARRAT_GYM_DIRECTION.BURNT	妾身向来不喜欢这些。	2780	物品名:"方向健身房"->烧焦的
DESCRIBE.YOTC_CARRAT_GYM_SPEED.GENERIC	妾身需要提高胡萝卜鼠的速度。	2784	物品名:"速度健身房"->默认
DESCRIBE.YOTC_CARRAT_GYM_SPEED.RAT	快点。	2785	物品名:"速度健身房"
DESCRIBE.YOTC_CARRAT_GYM_SPEED.BURNT	妾身可能放太多东西了。	2786	物品名:"速度健身房"->烧焦的
DESCRIBE.YOTC_CARRAT_GYM_REACTION.GENERIC	妾身来训练胡萝卜鼠的反应。	2790	物品名:"反应健身房"->默认
DESCRIBE.YOTC_CARRAT_GYM_REACTION.RAT	反应时间正在提高。	2791	物品名:"反应健身房"
DESCRIBE.YOTC_CARRAT_GYM_REACTION.BURNT	是谁烧了它，不能用了。	2792	物品名:"反应健身房"->烧焦的
DESCRIBE.YOTC_CARRAT_GYM_STAMINA.GENERIC	变得更加强壮了。	2796	物品名:"耐力健身房"->默认
DESCRIBE.YOTC_CARRAT_GYM_STAMINA.RAT	这只胡萝卜鼠……将无人能挡。	2797	物品名:"耐力健身房"
DESCRIBE.YOTC_CARRAT_GYM_STAMINA.BURNT	谁都阻挡不了进步。但这个会推迟它……	2798	物品名:"耐力健身房"->烧焦的
DESCRIBE.YOTC_CARRAT_GYM_DIRECTION_ITEM	妾身也可不想动。	2800	物品名:"方向健身房套装" 制造描述:"提高你的胡萝卜鼠的方向感。"
DESCRIBE.YOTC_CARRAT_GYM_SPEED_ITEM	妾身可以这个装起来。	2801	物品名:"速度健身房套装" 制造描述:"增加你的胡萝卜鼠的速度。"
DESCRIBE.YOTC_CARRAT_GYM_STAMINA_ITEM	这个会改善胡萝卜鼠的耐力	2802	物品名:"耐力健身房套装" 制造描述:"增强你的胡萝卜鼠的耐力。"
DESCRIBE.YOTC_CARRAT_GYM_REACTION_ITEM	胡萝卜鼠的反应时间可以用这个试试。	2803	物品名:"反应健身房套装" 制造描述:"加快你的胡萝卜鼠的反应时间。"
DESCRIBE.YOTC_CARRAT_SCALE_ITEM	可以秤妾身的胡萝卜鼠。	2804	物品名:"胡萝卜鼠秤套装" 制造描述:"看看你的胡萝卜鼠的情况。"
DESCRIBE.YOTC_CARRAT_SCALE.GENERIC	希望妾身能成功。	2807	物品名:"胡萝卜鼠秤"->默认
DESCRIBE.YOTC_CARRAT_SCALE.CARRAT	它终究只是一个有知觉的食物。	2808	物品名:"胡萝卜鼠" 制造描述:"灵巧机敏，富含胡萝卜素。"
DESCRIBE.YOTC_CARRAT_SCALE.CARRAT_GOOD	胡萝卜鼠熟到可以赛跑了。	2809	物品名:"胡萝卜鼠秤"
DESCRIBE.YOTC_CARRAT_SCALE.BURNT	真是一团糟	2810	物品名:"胡萝卜鼠秤"->烧焦的
DESCRIBE.YOTB_BEEFALOSHRINE.GENERIC	做什么呢……	2814	物品名:"皮弗娄牛神龛"->默认 制造描述:"供奉坚毅之皮弗娄牛。"
DESCRIBE.YOTB_BEEFALOSHRINE.EMPTY	嗯……皮弗娄牛是什么做的呢？	2815	物品名:"皮弗娄牛神龛" 制造描述:"供奉坚毅之皮弗娄牛。"
DESCRIBE.YOTB_BEEFALOSHRINE.BURNT	闻起来是烤肉的味道。	2816	物品名:"皮弗娄牛神龛"->烧焦的 制造描述:"供奉坚毅之皮弗娄牛。"
DESCRIBE.BEEFALO_GROOMER.GENERIC	没有皮弗娄牛让妾身打扮。	2820	物品名:"皮弗娄牛美妆台"->默认 制造描述:"美牛原型机。"
DESCRIBE.BEEFALO_GROOMER.OCCUPIED	让妾身来美化一下这头皮弗娄牛。	2821	物品名:"皮弗娄牛美妆台"->被占领 制造描述:"美牛原型机。"
DESCRIBE.BEEFALO_GROOMER.BURNT	妾身用最典雅的风格打扮了妾身的皮弗娄牛。	2822	物品名:"皮弗娄牛美妆台"->烧焦的 制造描述:"美牛原型机。"
DESCRIBE.BEEFALO_GROOMER_ITEM	妾身还是换个地方把它装起来吧。	2824	物品名:"美妆台套装" 制造描述:"美牛原型机。"
DESCRIBE.YOTR_RABBITSHRINE.GENERIC	做什么呢……	2827	物品名:"兔人神龛"->默认 制造描述:"供奉舒适之兔人。"
DESCRIBE.YOTR_RABBITSHRINE.EMPTY	那只兔子看起来饿了。	2828	物品名:"兔人神龛" 制造描述:"供奉舒适之兔人。"
DESCRIBE.YOTR_RABBITSHRINE.BURNT	闻起来像素食烧烤。	2829	物品名:"兔人神龛"->烧焦的 制造描述:"供奉舒适之兔人。"
DESCRIBE.NIGHTCAPHAT	妾身其实不太需要这个。	2831	物品名:"睡帽" 制造描述:"为你打瞌睡的脑袋准备的帽子。"
DESCRIBE.YOTR_FOOD1	它是用胡萝卜做的。	2832	物品名:"兔子卷" 制造描述:"制造这个蛋糕的过程中没有兔子受到伤害。"
DESCRIBE.YOTR_FOOD2	这是嫦娥姐姐做的吗。	2833	物品名:"月饼" 制造描述:"“蓝色”风味。"
DESCRIBE.YOTR_FOOD3	摇晃的甜点。	2834	物品名:"月冻" 制造描述:"这甜点美的让人不忍心咬一口。"
DESCRIBE.YOTR_FOOD4	兔兔——快跳到妾身嘴里来。	2835	物品名:"泡芙串" 制造描述:"蓬松有嚼劲的球。"
DESCRIBE.YOTR_TOKEN	这个东西妾身可不能给错人。	2836	物品名:"挑战手套" 制造描述:"告诉兔人你想在枕头大战里试试手。"
DESCRIBE.COZY_BUNNYMAN	他们看着很舒服的样子。	2837	物品名:"舒适的兔人"
DESCRIBE.HANDPILLOW_BEEFALOWOOL	要是它闻起来不像皮弗娄牛就好了。	2838	物品名:"皮弗娄牛毛枕头" 制造描述:"打出一记带牛毛的重击。"
DESCRIBE.HANDPILLOW_KELP	妾身不喜欢这么潮湿的东西。	2839	物品名:"海带枕头" 制造描述:"没有人喜欢盖着湿毯子睡。别以为湿枕头能好到哪去。"
DESCRIBE.HANDPILLOW_PETALS	起码比皮弗娄牛枕头好闻。	2840	物品名:"花朵枕头" 制造描述:"枕头里装满了花的力量。"
DESCRIBE.HANDPILLOW_STEELWOOL	谁会睡在这上面？	2841	物品名:"钢丝绵枕头" 制造描述:"专为枕头大战的严肃参赛者准备。"
DESCRIBE.BODYPILLOW_BEEFALOWOOL	要是它闻起来不像皮弗娄牛就好了。	2842	物品名:"皮弗娄牛枕头盔甲" 制造描述:"加强你的枕头防卫。"
DESCRIBE.BODYPILLOW_KELP	妾身不喜欢这么潮湿的东西。	2843	物品名:"海带枕头盔甲" 制造描述:"一套湿漉漉的枕头盔甲。"
DESCRIBE.BODYPILLOW_PETALS	起码比皮弗娄牛枕头好闻。	2844	物品名:"花朵枕头盔甲" 制造描述:"它提供了最低限度的保护，脱下它后你身上会有玫瑰花的香味。"
DESCRIBE.BODYPILLOW_STEELWOOL	谁会睡在这上面？	2845	物品名:"钢丝绵枕头盔甲" 制造描述:"一个可穿戴的枕头，既有效又令人不快。"
DESCRIBE.BISHOP_CHARGE_HIT	噢。	2846	物品名:"兔人神龛"->被主教攻击 制造描述:"供奉舒适之兔人。"
DESCRIBE.TRUNKVEST_SUMMER	休闲。	2847	物品名:"透气背心" 制造描述:"暖和，但算不上非常暖和。"
DESCRIBE.TRUNKVEST_WINTER	松软的背心。	2848	物品名:"松软背心" 制造描述:"足以抵御冬季暴雪的保暖背心。"
DESCRIBE.TRUNK_COOKED	有些嘴馋了。	2849	物品名:"象鼻排"
DESCRIBE.TRUNK_SUMMER	烧了应该会很美味。	2850	物品名:"象鼻"
DESCRIBE.TRUNK_WINTER	应该会很美味。	2851	物品名:"冬象鼻"
DESCRIBE.TUMBLEWEED	那个风滚草里裹着什么。	2852	物品名:"风滚草"
DESCRIBE.TURKEYDINNER	不喜欢那么柴的食物	2853	物品名:"火鸡正餐"
DESCRIBE.TWIGS	一堆小树枝。	2854	物品名:"树枝"
DESCRIBE.UMBRELLA	妾身讨厌弄湿头发。	2855	物品名:"雨伞" 制造描述:"遮阳挡雨。"
DESCRIBE.GRASS_UMBRELLA	妾身的不喜欢头发弄湿。	2856	物品名:"花伞" 制造描述:"漂亮轻便的保护伞。"
DESCRIBE.UNIMPLEMENTED	看起来还没有完工。	2857	物品名:"兔人神龛" 制造描述:"供奉舒适之兔人。"
DESCRIBE.WAFFLES	妾身在犹豫是否需要更多的糖。	2858	物品名:"华夫饼"
DESCRIBE.WALL_HAY.GENERIC	妾身想只能将就着用了。	2861	物品名:"草墙"->默认
DESCRIBE.WALL_HAY.BURNT	完全没用了。	2862	物品名:"草墙"->烧焦的
DESCRIBE.WALL_HAY_ITEM	这不像是个好主意。	2864	物品名:"草墙" 制造描述:"草墙墙体。不太结实。"
DESCRIBE.WALL_STONE	不错的墙。	2865	物品名:"石墙"
DESCRIBE.WALL_STONE_ITEM	它们让妾身有安全感。	2866	物品名:"石墙" 制造描述:"石墙墙体。"
DESCRIBE.WALL_RUINS	一段古老的墙。	2867	物品名:"铥墙"
DESCRIBE.WALL_RUINS_ITEM	一段坚固的历史。	2868	物品名:"铥墙" 制造描述:"这些墙可以承受相当多的打击。"
DESCRIBE.WALL_WOOD.GENERIC	尖的。	2871	物品名:"木墙"->默认
DESCRIBE.WALL_WOOD.BURNT	烧焦了。	2872	物品名:"木墙"->烧焦的
DESCRIBE.WALL_WOOD_ITEM	木桩。	2874	物品名:"木墙" 制造描述:"木墙墙体。"
DESCRIBE.WALL_MOONROCK	空灵而光滑。	2875	物品名:"月岩墙"
DESCRIBE.WALL_MOONROCK_ITEM	非常轻盈，但出人意料地坚硬。	2876	物品名:"月岩墙" 制造描述:"月球疯子之墙。"
DESCRIBE.WALL_DREADSTONE	这种感觉真……安全？	2877	物品名:"绝望石墙"
DESCRIBE.WALL_DREADSTONE_ITEM	会出什么问题？	2878	物品名:"绝望石墙" 制造描述:"将自己包围在最可怕的装饰之中。"
DESCRIBE.WALL_SCRAP	它是用垃圾做的。	2879	物品名:"废料墙"
DESCRIBE.WALL_SCRAP_ITEM	捆绑包装的垃圾。	2880	物品名:"废料墙" 制造描述:"一堆垃圾，大致呈墙壁状。"
DESCRIBE.FENCE	不过是个木头栅栏。	2881	物品名:"木栅栏"
DESCRIBE.FENCE_ITEM	能造出一个牢固的栅栏。	2882	物品名:"木栅栏" 制造描述:"木栅栏部分。"
DESCRIBE.FENCE_GATE	普通的门。	2883	物品名:"木门"
DESCRIBE.FENCE_GATE_ITEM	有了它就能造出稍微好些的门。	2884	物品名:"木门" 制造描述:"木栅栏的门。"
DESCRIBE.WALRUS	麻烦的生物。	2885	物品名:"海象"
DESCRIBE.WALRUSHAT	上面盖了一层毛皮。	2886	物品名:"贝雷帽"
DESCRIBE.WALRUS_CAMP.EMPTY	看起来有人在这里扎营。	2889	物品名:"海象营地"
DESCRIBE.WALRUS_CAMP.GENERIC	看起来里面温暖而舒适。	2890	物品名:"海象营地"->默认
DESCRIBE.WALRUS_TUSK	它最终肯定能派上用场。	2892	物品名:"海象牙"
DESCRIBE.WARDROBE.GENERIC	来人，妾身要更衣	2895	物品名:"衣柜"->默认 制造描述:"随心变换面容。"
DESCRIBE.WARDROBE.BURNING	烧得好快。	2896	物品名:"衣柜"->正在燃烧 制造描述:"随心变换面容。"
DESCRIBE.WARDROBE.BURNT	毁了。	2897	物品名:"衣柜"->烧焦的 制造描述:"随心变换面容。"
DESCRIBE.WARG	他和哮天犬谁更厉害。	2899	物品名:"座狼"
DESCRIBE.WARGLET	又要回到那些个日子了……	2900	物品名:"青年座狼"
DESCRIBE.WASPHIVE	妾身看那些蜜蜂都发疯了。	2901	物品名:"杀人蜂蜂窝"
DESCRIBE.WATERBALLOON	还是有些用处。	2902	物品名:"水球" 制造描述:"球体灭火。"
DESCRIBE.WATERMELON	清甜。	2903	物品名:"西瓜"
DESCRIBE.WATERMELON_COOKED	多汁而温热。	2904	物品名:"烤西瓜"
DESCRIBE.WATERMELONHAT	奇怪的感受。	2905	物品名:"西瓜帽" 制造描述:"提神醒脑，但感觉黏黏的。"
DESCRIBE.WAXWELLJOURNAL.GENERIC	真可怕。	2908	物品名:"暗影秘典"->默认 制造描述:"这将让你大吃一惊。"
DESCRIBE.WETGOOP	它尝起来没什么味道。	2911	物品名:"潮湿黏糊"
DESCRIBE.WHIP	没什么比大响声更能带来宁静的了。	2912	物品名:"三尾猫鞭" 制造描述:"提出有建设性的反馈意见。"
DESCRIBE.WINTERHAT	冬天来的时候，它能派上大用场。	2913	物品名:"冬帽" 制造描述:"保持脑袋温暖。"
DESCRIBE.WINTEROMETER.GENERIC	有些用处。	2916	物品名:"温度测量仪"->默认 制造描述:"测量环境气温。"
DESCRIBE.WINTEROMETER.BURNT	再也不能测量了。	2917	物品名:"温度测量仪"->烧焦的 制造描述:"测量环境气温。"
DESCRIBE.WINTER_TREE.BURNT	节日气氛受了影响。	2921	物品名:"冬季盛宴树"->烧焦的
DESCRIBE.WINTER_TREE.BURNING	妾身认为那是个错误。	2922	物品名:"冬季盛宴树"->正在燃烧
DESCRIBE.WINTER_TREE.CANDECORATE	冬季盛宴快乐。	2923	物品名:"冬季盛宴树"->烛台？？？
DESCRIBE.WINTER_TREE.YOUNG	马上就到冬季盛宴了。	2924	物品名:"冬季盛宴树"->还年轻
DESCRIBE.WINTER_TREESTAND.GENERIC	妾身需要一颗松果。	2928	物品名:"盛宴树盆"->默认 制造描述:"种植并装饰一棵冬季盛宴树。"
DESCRIBE.WINTER_TREESTAND.BURNT	节日气氛受了影响。	2929	物品名:"盛宴树盆"->烧焦的 制造描述:"种植并装饰一棵冬季盛宴树。"
DESCRIBE.WINTER_ORNAMENT	还不错。	2931	物品名:"圣诞小玩意"
DESCRIBE.WINTER_ORNAMENTLIGHT	电母能让他发光吗。	2932	物品名:"圣诞灯"
