path	original	line	comment
DESCRIBE.WINTERSFEASTOVEN.COOKING	烹饪果然是科学。	3148	物品名:"砖砌烤炉"->无效 制造描述:"燃起了喜庆的火焰。"
DESCRIBE.WINTERSFEASTOVEN.ALMOST_DONE_COOKING	科学就快完成了！	3149	物品名:"砖砌烤炉" 制造描述:"燃起了喜庆的火焰。"
DESCRIBE.WINTERSFEASTOVEN.DISH_READY	科学说完成了。	3150	物品名:"砖砌烤炉" 制造描述:"燃起了喜庆的火焰。"
DESCRIBE.BERRYSAUCE	浆果果酱。	3152	物品名:"快乐浆果酱"
DESCRIBE.BIBINGKA	像海绵一样软。	3153	物品名:"比宾卡米糕"
DESCRIBE.CABBAGEROLLS	肉躲在白菜里面躲避天敌。	3154	物品名:"白菜卷"
DESCRIBE.FESTIVEFISH	品尝品尝时令海鲜。	3155	物品名:"节庆鱼料理"
DESCRIBE.GRAVY	全是肉汁。	3156	物品名:"好肉汁"
DESCRIBE.LATKES	我能吃好多个。	3157	物品名:"土豆饼"
DESCRIBE.LUTEFISK	那有喇叭鱼吗？	3158	物品名:"苏打鱼"
DESCRIBE.MULLEDDRINK	这杯潘趣酒劲很足。	3159	物品名:"香料潘趣酒"
DESCRIBE.PANETTONE	这个仲冬节的面包真是应景。	3160	物品名:"托尼甜面包"
DESCRIBE.PAVLOVA	我最爱巴甫洛娃了。	3161	物品名:"巴甫洛娃蛋糕"
DESCRIBE.PICKLEDHERRING	无可挑剔的美味。	3162	物品名:"腌鲱鱼"
DESCRIBE.POLISHCOOKIE	我要来一次光碟行动！	3163	物品名:"波兰饼干"
DESCRIBE.PUMPKINPIE	为了科学，我要全部吃掉。	3164	物品名:"南瓜派"
DESCRIBE.ROASTTURKEY	肥美多汁的鸡腿，专门为我做的。	3165	物品名:"烤火鸡"
DESCRIBE.STUFFING	都是好料！	3166	物品名:"烤火鸡面包馅"
DESCRIBE.SWEETPOTATO	科学创造出了晚餐和甜点的完美混合物。	3167	物品名:"红薯焗饭"
DESCRIBE.TAMALES	我要是再多吃一些，也许会变得健壮了。	3168	物品名:"塔马利"
DESCRIBE.TOURTIERE	很高兴肉食你！	3169	物品名:"饕餮馅饼"
DESCRIBE.TABLE_WINTERS_FEAST.GENERIC	节庆餐桌。	3172	物品名:"冬季盛宴餐桌"->默认 制造描述:"一起来享用冬季盛宴吧。"
DESCRIBE.TABLE_WINTERS_FEAST.HAS_FOOD	吃饭时间到了！	3173	物品名:"冬季盛宴餐桌" 制造描述:"一起来享用冬季盛宴吧。"
DESCRIBE.TABLE_WINTERS_FEAST.WRONG_TYPE	不是吃这个的季节。	3174	物品名:"冬季盛宴餐桌" 制造描述:"一起来享用冬季盛宴吧。"
DESCRIBE.TABLE_WINTERS_FEAST.BURNT	谁会做这种事？	3175	物品名:"冬季盛宴餐桌"->烧焦的 制造描述:"一起来享用冬季盛宴吧。"
DESCRIBE.GINGERBREADWARG	舔品一下甜品。	3177	物品名:"姜饼座狼"
DESCRIBE.GINGERBREADHOUSE	管吃管住。	3178	物品名:"姜饼猪屋"
DESCRIBE.GINGERBREADPIG	我最好跟着他。	3179	物品名:"姜饼猪"
DESCRIBE.CRUMBS	走一路掉一路。	3180	物品名:"饼干屑"
DESCRIBE.WINTERSFEASTFUEL	冬季精神!	3181	物品名:"节日欢愉"
DESCRIBE.KLAUS	那究竟是什么东西！	3182	物品名:"克劳斯"
DESCRIBE.KLAUS_SACK	我们绝对应该打开那东西。	3183	物品名:"赃物袋"
DESCRIBE.KLAUSSACKKEY	对一个鹿角来说这真是太花俏了。	3184	物品名:"麋鹿茸"
DESCRIBE.WORMHOLE.GENERIC	柔软，呈波浪形。	3187	物品名:"虫洞"->默认
DESCRIBE.WORMHOLE.OPEN	科学催促我跳进去。	3188	物品名:"虫洞"->打开
DESCRIBE.WORMHOLE_LIMITED	啊，那玩意看着不太对啊。	3190	物品名:"生病的虫洞"->一次性虫洞 单机
DESCRIBE.ACCOMPLISHMENT_SHRINE	我想用一下它，我想让全世界都知道我的所作所为。	3191	物品名:"奖杯" 制造描述:"证明你作为一个人的价值。"
DESCRIBE.LIVINGTREE	它在观察我吗？	3192	物品名:"完全正常的树"
DESCRIBE.ICESTAFF	摸上去冷冰冰的。	3193	物品名:"冰魔杖" 制造描述:"把敌人冰冻在原地。"
DESCRIBE.REVIVER	丑陋之心在跳动，将鬼魂复活了！	3194	物品名:"告密的心" 制造描述:"鬼魂朋友复活了，好可怕。"
DESCRIBE.SHADOWHEART	科学的力量肯定使它恢复生气了...	3195	物品名:"暗影心房"
DESCRIBE.ATRIUM_RUBBLE.LINE_1	它描绘了一个古老的文明。人们看起来又饿又怕。	3198	物品名:"远古壁画"->第一行
DESCRIBE.ATRIUM_RUBBLE.LINE_2	这块石板已经无法识别了。	3199	物品名:"远古壁画"->第二行
DESCRIBE.ATRIUM_RUBBLE.LINE_3	有黑暗的东西悄悄逼近这座城市和城里的人。	3200	物品名:"远古壁画"->第三行
DESCRIBE.ATRIUM_RUBBLE.LINE_4	人们的皮肤在脱落。他们的表里截然不同。	3201	物品名:"远古壁画"->第四行
DESCRIBE.ATRIUM_RUBBLE.LINE_5	这里描绘了一座科技发达的宏伟城市。	3202	物品名:"远古壁画"->第五行
DESCRIBE.ATRIUM_STATUE	这看起来并不全是真的。	3204	物品名:"远古雕像"
DESCRIBE.ATRIUM_LIGHT.ON	非常令人不安的光。	3207	物品名:"远古灯柱"->开启
DESCRIBE.ATRIUM_LIGHT.OFF	它必须有动力来源。	3208	物品名:"远古灯柱"->关闭
DESCRIBE.ATRIUM_GATE.ON	回到正常运转状态。	3212	物品名:"远古大门"->开启
DESCRIBE.ATRIUM_GATE.OFF	主要部分依然完好无损。	3213	物品名:"远古大门"->关闭
DESCRIBE.ATRIUM_GATE.CHARGING	它正在获得能量。	3214	物品名:"远古大门"->充能中
DESCRIBE.ATRIUM_GATE.DESTABILIZING	大门在晃动。	3215	物品名:"远古大门"->不稳定
DESCRIBE.ATRIUM_GATE.COOLDOWN	它需要时间恢复。我也是。	3216	物品名:"远古大门"->冷却中
DESCRIBE.ATRIUM_KEY	它在向外发射能量。	3218	物品名:"远古钥匙"
DESCRIBE.LIFEINJECTOR	科学的突破！生命的答案！	3219	物品名:"强心针" 制造描述:"提高下你那日渐衰退的最大健康值吧。"
DESCRIBE.SKELETON_PLAYER.MALE	%s一定是在和%s进行试验时死的。	3222	物品名:"骷髅"->男性
DESCRIBE.SKELETON_PLAYER.FEMALE	%s一定是在和%s进行试验时死的。	3223	物品名:"骷髅"->女性
DESCRIBE.SKELETON_PLAYER.ROBOT	%s一定是在和%s进行试验时死的。	3224	物品名:"骷髅"->机器人
DESCRIBE.SKELETON_PLAYER.DEFAULT	%s一定是在和%s进行试验时死的。	3225	物品名:"物品栏物品"->默认
DESCRIBE.HUMANMEAT	肉就是肉。有区别么？	3227	物品名:"长猪"
DESCRIBE.HUMANMEAT_COOKED	煮的粉嫩，但在道德上还是灰色地带。	3228	物品名:"熟长猪"
DESCRIBE.HUMANMEAT_DRIED	风干了就不是人肉了，对吧？	3229	物品名:"长猪肉干"
DESCRIBE.ROCK_MOON	那块石头来自月亮。	3230	物品名:"岩石"
DESCRIBE.MOONROCKNUGGET	那块石头来自月亮。	3231	物品名:"月岩"
DESCRIBE.MOONROCKCRATER	我应该把闪亮的东西粘在它里面。用来研究。	3232	物品名:"带孔月岩" 制造描述:"用于划定地盘的岩石。"
DESCRIBE.MOONROCKSEED	里面蕴藏着科学！	3233	物品名:"天体宝球"
DESCRIBE.REDMOONEYE	它能看几公里，也能在几公里外被看到。	3234	物品名:"红色月眼"
DESCRIBE.PURPLEMOONEYE	是个很好的标记物，但我希望它不要再那样看我。	3235	物品名:"紫色月眼"
DESCRIBE.GREENMOONEYE	那东西会密切关注这地方。	3236	物品名:"绿色月眼"
DESCRIBE.ORANGEMOONEYE	有那东西帮忙观望，没有人会迷路。	3237	物品名:"橘色月眼"
DESCRIBE.YELLOWMOONEYE	那应该给每个人指路。	3238	物品名:"黄色月眼"
DESCRIBE.BLUEMOONEYE	留个心眼总是比较明智的。	3239	物品名:"蓝色月眼"
DESCRIBE.BOARRIOR	你可真大！	3240	物品名:"大熔炉猪战士"->大熔炉猪战士
DESCRIBE.BOARON	我可以应对他！	3241	物品名:"战猪"
DESCRIBE.PEGHOOK	那家伙喷出来的东西有腐蚀性！	3242	物品名:"酸蚀蝎"
DESCRIBE.TRAILS	他的胳膊真壮啊。	3243	物品名:"野猪猩"
DESCRIBE.TURTILLUS	它的壳有尖刺！	3244	物品名:"坦克龟"
DESCRIBE.SNAPPER	这家伙会咬人。	3245	物品名:"鳄鱼指挥官"
DESCRIBE.RHINODRILL	他的鼻子很适合干这个活。	3246	物品名:"后扣帽犀牛兄弟"
DESCRIBE.BEETLETAUR	我在这里都能闻到他的气味！	3247	物品名:"地狱独眼巨猪"
DESCRIBE.LAVAARENA_PORTAL.ON	我要走了。	3250	物品名:"远古大门"->开启
DESCRIBE.LAVAARENA_PORTAL.GENERIC	能过来，应该也能回去吧？	3251	物品名:"远古大门"->默认
DESCRIBE.HEALINGSTAFF	释放再生的力量。	3253	物品名:"生命魔杖"
DESCRIBE.FIREBALLSTAFF	召唤流星从天而降。	3254	物品名:"地狱魔杖"
DESCRIBE.HAMMER_MJOLNIR	这把敲东西的锤子可真重。	3255	物品名:"锻锤"
DESCRIBE.SPEAR_GUNGNIR	我可以用它快速充电。	3256	物品名:"尖齿矛"
DESCRIBE.BLOWDART_LAVA	我可以在范围内用这个武器。	3257	物品名:"吹箭"
DESCRIBE.BLOWDART_LAVA2	它利用一股强气流来推动抛射物。	3258	物品名:"熔化吹箭"
DESCRIBE.WEBBER_SPIDER_MINION	可以说他们是在为我们战斗吧。	3259	物品名:"蜘蛛宝宝"
DESCRIBE.BOOK_FOSSIL	这样能把那些怪物拖住一阵子。	3260	物品名:"石化之书"
DESCRIBE.SPEAR_LANCE	它直击要害。	3261	物品名:"螺旋矛"
DESCRIBE.BOOK_ELEMENTAL	我看不清这些字。	3262	物品名:"召唤之书"
DESCRIBE.QUAGMIRE_ALTAR.GENERIC	我们最好开始煮些祭品。	3265	物品名:"饕餮祭坛"->默认
DESCRIBE.QUAGMIRE_ALTAR.FULL	它正在消化。	3266	物品名:"饕餮祭坛"->满了
DESCRIBE.QUAGMIRE_SUGARWOODTREE.GENERIC	它含有大量美味可口的树液。	3270	物品名:"糖木树"->默认
DESCRIBE.QUAGMIRE_SUGARWOODTREE.STUMP	那棵树哪去了？真是一桩谜题。	3271	物品名:"糖木树"->暴食模式糖木树只剩树桩了
DESCRIBE.QUAGMIRE_SUGARWOODTREE.TAPPED_EMPTY	丰富的汁液。	3272	物品名:"糖木树"->暴食模式糖木树空了
DESCRIBE.QUAGMIRE_SUGARWOODTREE.TAPPED_READY	香甜的金黄色汁液。	3273	物品名:"糖木树"->暴食模式糖木树好了
DESCRIBE.QUAGMIRE_SUGARWOODTREE.TAPPED_BUGS	蚂蚁就是这样来的。	3274	物品名:"糖木树"->暴食模式糖木树上有蚂蚁
DESCRIBE.QUAGMIRE_SUGARWOODTREE.WOUNDED	它看上去生病了。	3275	物品名:"糖木树"->暴食糖木树生病了
DESCRIBE.QUAGMIRE_SPOTSPICE_SHRUB.GENERIC	它让我想起来那些带触手的怪物。	3279	物品名:"带斑点的小灌木"->默认
DESCRIBE.QUAGMIRE_SPOTSPICE_SHRUB.PICKED	从那丛灌木中采集不到更多果实了。	3280	物品名:"带斑点的小灌木"->被采完了
DESCRIBE.QUAGMIRE_SALT_RACK.READY	盐积聚在绳子上了。	3284	物品名:"盐架"->准备好的 满的
DESCRIBE.QUAGMIRE_SALT_RACK.GENERIC	科学是需要时间的。	3285	物品名:"盐架"->默认
DESCRIBE.QUAGMIRE_SAFE.GENERIC	这是保险箱，用来保护物品安全的。	3289	物品名:"保险箱"->默认
DESCRIBE.QUAGMIRE_SAFE.LOCKED	没有钥匙就打不开。	3290	物品名:"保险箱"->锁住了
DESCRIBE.QUAGMIRE_MUSHROOMSTUMP.GENERIC	那些是蘑菇吗？这真是一桩难题。	3294	物品名:"蘑菇"->默认
DESCRIBE.QUAGMIRE_MUSHROOMSTUMP.PICKED	应该不会长回来了。	3295	物品名:"蘑菇"->被采完了
DESCRIBE.QUAGMIRE_RUBBLE_HOUSE[0]	空无一人。	3299	物品名:"残破的房子" 制造描述:未找到
DESCRIBE.QUAGMIRE_RUBBLE_HOUSE[1]	这个小镇被摧毁了。	3300	物品名:"残破的房子" 制造描述:未找到
DESCRIBE.QUAGMIRE_RUBBLE_HOUSE[2]	不知道他们惹怒了谁。	3301	物品名:"残破的房子" 制造描述:未找到
DESCRIBE.QUAGMIRE_SWAMPIGELDER.GENERIC	我猜你是这里的老大？	3305	物品名:"沼泽猪长老"->默认
DESCRIBE.QUAGMIRE_SWAMPIGELDER.SLEEPING	它睡着了，暂时睡着了。	3306	物品名:"沼泽猪长老"->睡着了
DESCRIBE.QUAGMIRE_FOOD.GENERIC	我应该把它献祭在饕餮祭坛上。	3310	物品名:未找到
DESCRIBE.QUAGMIRE_FOOD.MISMATCH	不是它想要的。	3311	物品名:未找到
DESCRIBE.QUAGMIRE_FOOD.MATCH	科学说这样会安抚天空之神。	3312	物品名:未找到
DESCRIBE.QUAGMIRE_FOOD.MATCH_BUT_SNACK	真的，这更像是小吃。	3313	物品名:未找到
DESCRIBE.QUAGMIRE_PARK_GATE.GENERIC	没钥匙不行。	3317	物品名:"铁门"->默认
DESCRIBE.QUAGMIRE_PARK_GATE.LOCKED	锁得牢牢的。	3318	物品名:"铁门"->锁住了
DESCRIBE.QUAGMIRE_PIGEON.DEAD	死了。	3322	物品名:"鸽子"->死了 制造描述:"这是一只完整的活鸽。"
DESCRIBE.QUAGMIRE_PIGEON.GENERIC	羽翼丰满。	3323	物品名:"鸽子"->默认 制造描述:"这是一只完整的活鸽。"
DESCRIBE.QUAGMIRE_PIGEON.SLEEPING	暂时睡着了。	3324	物品名:"鸽子"->睡着了 制造描述:"这是一只完整的活鸽。"
DESCRIBE.WINONA_CATAPULT.GENERIC	她制造了一种自动防卫系统。	3328	物品名:"薇诺娜的投石机"->默认 制造描述:"向敌人投掷大石块。"
DESCRIBE.WINONA_CATAPULT.OFF	需要通电。	3329	物品名:"薇诺娜的投石机"->关闭 制造描述:"向敌人投掷大石块。"
DESCRIBE.WINONA_CATAPULT.BURNING	熊熊烈火！	3330	物品名:"薇诺娜的投石机"->正在燃烧 制造描述:"向敌人投掷大石块。"
DESCRIBE.WINONA_CATAPULT.BURNT	科学也没能拯救它。	3331	物品名:"薇诺娜的投石机"->烧焦的 制造描述:"向敌人投掷大石块。"
DESCRIBE.WINONA_CATAPULT.SLEEP	她制造了一种自动防卫系统。	3332	物品名:"薇诺娜的投石机" 制造描述:"向敌人投掷大石块。"
DESCRIBE.WINONA_SPOTLIGHT.GENERIC	好棒的主意！	3336	物品名:"薇诺娜的聚光灯"->默认 制造描述:"白天夜里都发光。"
DESCRIBE.WINONA_SPOTLIGHT.OFF	需要通电。	3337	物品名:"薇诺娜的聚光灯"->关闭 制造描述:"白天夜里都发光。"
DESCRIBE.WINONA_SPOTLIGHT.BURNING	熊熊烈火！	3338	物品名:"薇诺娜的聚光灯"->正在燃烧 制造描述:"白天夜里都发光。"
DESCRIBE.WINONA_SPOTLIGHT.BURNT	科学也没能拯救它。	3339	物品名:"薇诺娜的聚光灯"->烧焦的 制造描述:"白天夜里都发光。"
DESCRIBE.WINONA_SPOTLIGHT.SLEEP	好棒的主意！	3340	物品名:"薇诺娜的聚光灯" 制造描述:"白天夜里都发光。"
DESCRIBE.WINONA_BATTERY_LOW.GENERIC	看起来很科学。工作原理是什么？	3344	物品名:"薇诺娜的发电机"->默认 制造描述:"要确保电力供应充足。"
DESCRIBE.WINONA_BATTERY_LOW.LOWPOWER	电量正在下降。	3345	物品名:"薇诺娜的发电机"->没电了 制造描述:"要确保电力供应充足。"
DESCRIBE.WINONA_BATTERY_LOW.OFF	要是薇诺娜忙，我也能让它运作起来。	3346	物品名:"薇诺娜的发电机"->关闭 制造描述:"要确保电力供应充足。"
DESCRIBE.WINONA_BATTERY_LOW.BURNING	熊熊烈火！	3347	物品名:"薇诺娜的发电机"->正在燃烧 制造描述:"要确保电力供应充足。"
DESCRIBE.WINONA_BATTERY_LOW.BURNT	科学也没能拯救它。	3348	物品名:"薇诺娜的发电机"->烧焦的 制造描述:"要确保电力供应充足。"
DESCRIBE.WINONA_BATTERY_HIGH.GENERIC	嘿！这不科学！	3352	物品名:"薇诺娜的宝石发电机"->默认 制造描述:"这玩意烧宝石，所以肯定不会差。"
DESCRIBE.WINONA_BATTERY_HIGH.LOWPOWER	马上就没电了。	3353	物品名:"薇诺娜的宝石发电机"->没电了 制造描述:"这玩意烧宝石，所以肯定不会差。"
DESCRIBE.WINONA_BATTERY_HIGH.OFF	科学每次都能战胜魔法。	3354	物品名:"薇诺娜的宝石发电机"->关闭 制造描述:"这玩意烧宝石，所以肯定不会差。"
DESCRIBE.WINONA_BATTERY_HIGH.BURNING	熊熊烈火！	3355	物品名:"薇诺娜的宝石发电机"->正在燃烧 制造描述:"这玩意烧宝石，所以肯定不会差。"
DESCRIBE.WINONA_BATTERY_HIGH.BURNT	科学也没能拯救它。	3356	物品名:"薇诺娜的宝石发电机"->烧焦的 制造描述:"这玩意烧宝石，所以肯定不会差。"
DESCRIBE.WINONA_BATTERY_HIGH.OVERLOADED	快要爆炸了！……抱歉，让你看到我在实验室时的旧习惯了。	3357	物品名:"薇诺娜的宝石发电机" 制造描述:"这玩意烧宝石，所以肯定不会差。"
DESCRIBE.WINONA_REMOTE.GENERIC	她大概忘了把按钮装到她的机器上了。	3361	物品名:"称手遥控器"->默认 制造描述:"只需按下按钮，即可控制您的创造物。"
DESCRIBE.WINONA_REMOTE.OFF	需要通电。	3362	物品名:"称手遥控器"->关闭 制造描述:"只需按下按钮，即可控制您的创造物。"
DESCRIBE.WINONA_REMOTE.CHARGING	她大概忘了把按钮装到她的机器上了。	3363	物品名:"称手遥控器"->充能中 制造描述:"只需按下按钮，即可控制您的创造物。"
DESCRIBE.WINONA_REMOTE.CHARGED	她大概忘了把按钮装到她的机器上了。	3364	物品名:"称手遥控器" 制造描述:"只需按下按钮，即可控制您的创造物。"
DESCRIBE.WINONA_TELEBRELLA.GENERIC	薇诺娜正在头脑风暴。	3368	物品名:"传送伞"->默认 制造描述:"将任何东西寄回家的最佳方式是使用粒子。"
DESCRIBE.WINONA_TELEBRELLA.OFF	需要通电。	3370	物品名:"传送伞"->关闭 制造描述:"将任何东西寄回家的最佳方式是使用粒子。"
DESCRIBE.WINONA_TELEBRELLA.CHARGING	薇诺娜正在头脑风暴。	3371	物品名:"传送伞"->充能中 制造描述:"将任何东西寄回家的最佳方式是使用粒子。"
DESCRIBE.WINONA_TELEBRELLA.CHARGED	薇诺娜正在头脑风暴。	3372	物品名:"传送伞" 制造描述:"将任何东西寄回家的最佳方式是使用粒子。"
DESCRIBE.WINONA_TELEPORT_PAD_ITEM.GENERIC	它遵循位移理论——东西从介个位置移到辣个位置。	3376	物品名:"传送运输站"->默认 制造描述:"在运输物品方面，这台机器真的能送到。"
DESCRIBE.WINONA_TELEPORT_PAD_ITEM.OFF	需要通电。	3378	物品名:"传送运输站"->关闭 制造描述:"在运输物品方面，这台机器真的能送到。"
DESCRIBE.WINONA_TELEPORT_PAD_ITEM.BURNING	熊熊烈火！	3379	物品名:"传送运输站"->正在燃烧 制造描述:"在运输物品方面，这台机器真的能送到。"
DESCRIBE.WINONA_TELEPORT_PAD_ITEM.BURNT	科学也没能拯救它。	3380	物品名:"传送运输站"->烧焦的 制造描述:"在运输物品方面，这台机器真的能送到。"
DESCRIBE.WINONA_STORAGE_ROBOT.GENERIC	你不就是最可爱的螺栓筒吗？	3384	物品名:"薇机人"->默认 制造描述:"这位收藏者者应当归于您的收藏。"
DESCRIBE.WINONA_STORAGE_ROBOT.OFF	是在休息吗？薇诺娜倒是让你喘口气了。	3385	物品名:"薇机人"->关闭 制造描述:"这位收藏者者应当归于您的收藏。"
DESCRIBE.WINONA_STORAGE_ROBOT.SLEEP	你不就是最可爱的螺栓筒吗？	3386	物品名:"薇机人" 制造描述:"这位收藏者者应当归于您的收藏。"
DESCRIBE.WINONA_STORAGE_ROBOT.CHARGING	是在休息吗？薇诺娜倒是让你喘口气了。	3387	物品名:"薇机人"->充能中 制造描述:"这位收藏者者应当归于您的收藏。"
DESCRIBE.WINONA_STORAGE_ROBOT.CHARGED	是在休息吗？薇诺娜倒是让你喘口气了。	3388	物品名:"薇机人" 制造描述:"这位收藏者者应当归于您的收藏。"
DESCRIBE.INSPECTACLESHAT.GENERIC	薇诺娜在我眼里一直是一个对未来有远见的人。	3394	物品名:"检查专用镜"->默认 制造描述:"与你的老上司保持一致的波谱。"
DESCRIBE.ROSEGLASSESHAT.GENERIC	跟薇诺娜一贯的风格多少有些出入。	3399	物品名:"玫瑰色眼镜"->默认 制造描述:"透过新的镜片看事情，找查理。"
DESCRIBE.COMPOSTWRAP	沃姆伍德曾想让我尝一口，但我礼貌的拒绝了。	3409	物品名:"肥料包" 制造描述:"“草本”的疗法。"
DESCRIBE.ARMOR_BRAMBLE	防守是最好的进攻。	3410	物品名:"荆棘外壳" 制造描述:"让大自然告诉你什么叫“滚开”。"
DESCRIBE.TRAP_BRAMBLE	谁要是踩上去肯定会被戳到。	3411	物品名:"荆棘陷阱" 制造描述:"中招机会平等的扰人陷阱。"
DESCRIBE.BOATFRAGMENT03	就剩下了这一点。	3412	物品名:"船碎片"
DESCRIBE.BOATFRAGMENT04	就剩下了这一点。	3413	物品名:"船碎片"
DESCRIBE.BOATFRAGMENT05	就剩下了这一点。	3414	物品名:"船碎片"
DESCRIBE.BOAT_LEAK	要补漏，不然会沉。	3415	物品名:"漏洞"
DESCRIBE.MAST	且慢！桅杆！	3416	物品名:"桅杆" 制造描述:"乘风破浪会有时。"
DESCRIBE.SEASTACK	这是一块石头。	3417	物品名:"海蚀柱"
DESCRIBE.FISHINGNET	就是一张网。	3418	物品名:"渔网" 制造描述:"就是一张网。"
DESCRIBE.ANTCHOVIES	啊,我能丢回去吗？	3419	物品名:"蚁头凤尾鱼"
DESCRIBE.STEERINGWHEEL	来世要做一名水手。	3420	物品名:"方向舵" 制造描述:"航海必备道具。"
DESCRIBE.ANCHOR	我可不想让小船飘走。	3421	物品名:"锚" 制造描述:"船用刹车"
DESCRIBE.BOATPATCH	以防不测。	3422	物品名:"船补丁" 制造描述:"打补丁永远不晚。"
DESCRIBE.DRIFTWOOD_TREE.BURNING	浮木在燃烧！	3425	物品名:"浮木"->正在燃烧
DESCRIBE.DRIFTWOOD_TREE.BURNT	看起来没什么用了。	3426	物品名:"浮木"->烧焦的
DESCRIBE.DRIFTWOOD_TREE.CHOPPED	可能还有东西值得挖一挖。	3427	物品名:"浮木"->被砍了
DESCRIBE.DRIFTWOOD_TREE.GENERIC	被冲到岸上的一颗枯树。	3428	物品名:"浮木"->默认
DESCRIBE.DRIFTWOOD_LOG	能浮在水上。	3430	物品名:"浮木桩"
DESCRIBE.MOON_TREE.BURNING	树在燃烧。	3433	物品名:"月树"->正在燃烧
DESCRIBE.MOON_TREE.BURNT	树烧尽了。	3434	物品名:"月树"->烧焦的
DESCRIBE.MOON_TREE.CHOPPED	好粗的一颗树。	3435	物品名:"月树"->被砍了
DESCRIBE.MOON_TREE.GENERIC	没曾想月亮上还长树。	3436	物品名:"月树"->默认
DESCRIBE.MOON_TREE_BLOSSOM	从月亮树上掉下来的。	3438	物品名:"月树花"
DESCRIBE.MOONBUTTERFLY.GENERIC	我渊博的科学知识告诉我，这是一只月光蝴蝶。	3441	物品名:"月蛾"->默认 制造描述:"帮它们重温荣耀。"
DESCRIBE.MOONBUTTERFLY.HELD	这下抓到你了。	3442	物品名:"月蛾"->拿在手里 制造描述:"帮它们重温荣耀。"
DESCRIBE.MOONBUTTERFLYWINGS	美丽的蝴蝶翅膀。	3444	物品名:"月蛾翅膀"
DESCRIBE.MOONBUTTERFLY_SAPLING	蛾子变树？疯狂的月光！	3445	物品名:"月树苗"
DESCRIBE.ROCK_AVOCADO_FRUIT	会把我的牙都咬碎。	3446	物品名:"石果"
DESCRIBE.ROCK_AVOCADO_FRUIT_RIPE	没煮熟的核果最糟了。	3447	物品名:"成熟石果"
DESCRIBE.ROCK_AVOCADO_FRUIT_RIPE_COOKED	够软了，可以吃了。	3448	物品名:"熟石果"
DESCRIBE.ROCK_AVOCADO_FRUIT_SPROUT	它正在生长。	3449	物品名:"发芽的石果"
DESCRIBE.ROCK_AVOCADO_BUSH.BARREN	它结果的日子结束了。	3452	物品名:"石果灌木丛"
DESCRIBE.ROCK_AVOCADO_BUSH.WITHERED	被热坏了。	3453	物品名:"石果灌木丛"->枯萎了
DESCRIBE.ROCK_AVOCADO_BUSH.GENERIC	是月亮上来的灌木！	3454	物品名:"石果灌木丛"->默认
DESCRIBE.ROCK_AVOCADO_BUSH.PICKED	得过些时间才能结出果实。	3455	物品名:"石果灌木丛"->被采完了
DESCRIBE.ROCK_AVOCADO_BUSH.DISEASED	看上去病的很重。	3456	物品名:"石果灌木丛"->生病了
DESCRIBE.ROCK_AVOCADO_BUSH.DISEASING	呃...有些地方不对劲。	3457	物品名:"石果灌木丛"->正在生病？？
DESCRIBE.ROCK_AVOCADO_BUSH.BURNING	它在燃烧。	3458	物品名:"石果灌木丛"->正在燃烧
DESCRIBE.DEAD_SEA_BONES	上了岸，结果落得如此下场。	3460	物品名:"海骨"
DESCRIBE.HOTSPRING.GENERIC	能泡下这身疲倦的身骨该多好。	3463	物品名:"温泉"->默认
DESCRIBE.HOTSPRING.BOMBED	简单的化学反应而已。	3464	物品名:"温泉"
DESCRIBE.HOTSPRING.GLASS	水在月光下凝结成玻璃，这就是科学。	3465	物品名:"温泉"
DESCRIBE.HOTSPRING.EMPTY	那我就等等它再变满吧。	3466	物品名:"温泉"
DESCRIBE.MOONGLASS	它非常锋利。	3468	物品名:"月亮碎片" 制造描述:"来自月亮的碎片。"
DESCRIBE.MOONGLASS_CHARGED	我应该在能量耗尽前为它找到科学的用途！	3469	物品名:"注能月亮碎片"
DESCRIBE.MOONGLASS_ROCK	我都能看到自己的倒影。	3470	物品名:"月光玻璃"
DESCRIBE.BATHBOMB	教科书式的化学反应。	3471	物品名:"沐浴球" 制造描述:"春天里来百花香？这点子把地都炸碎了"
DESCRIBE.TRAP_STARFISH.GENERIC	噢，多可爱的一只小海星！	3474	物品名:"海星"->默认
DESCRIBE.TRAP_STARFISH.CLOSED	它差点吞了我！	3475	物品名:"海星"
DESCRIBE.DUG_TRAP_STARFISH	它再也骗不了人了。	3477	物品名:"海星陷阱"
DESCRIBE.SPIDER_MOON.GENERIC	好的，月亮让它产生了变异。	3480	物品名:"破碎蜘蛛"->默认
DESCRIBE.SPIDER_MOON.SLEEPING	感谢科学，终于不动了。	3481	物品名:"破碎蜘蛛"->睡着了
DESCRIBE.SPIDER_MOON.DEAD	真的死了吧？	3482	物品名:"破碎蜘蛛"->死了
DESCRIBE.MOONSPIDERDEN	那可不是寻常的蜘蛛巢。	3484	物品名:"破碎蜘蛛洞"
DESCRIBE.FRUITDRAGON.GENERIC	挺可爱的，不过还没熟。	3487	物品名:"沙拉蝾螈"->默认
DESCRIBE.FRUITDRAGON.RIPE	现在应该熟了。	3488	物品名:"沙拉蝾螈"
DESCRIBE.FRUITDRAGON.SLEEPING	在打盹呢。	3489	物品名:"沙拉蝾螈"->睡着了
DESCRIBE.PUFFIN.GENERIC	我以前从来没见过活的海鹦。	3493	物品名:"海鹦鹉"->默认
